ID,Education
0,12th Pass
1,12th Pass
2,12th Pass
3,Graduate
4,Graduate
5,Graduate
6,Post Graduate
7,Post Graduate
8,Post Graduate
9,Post Graduate
10,10th Pass
11,Graduate Professional
12,Graduate Professional
13,12th Pass
14,12th Pass
15,Graduate
16,Graduate
17,Graduate Professional
18,10th Pass
19,12th Pass
20,12th Pass
21,12th Pass
22,Graduate
23,12th Pass
24,10th Pass
25,Post Graduate
26,Post Graduate
27,10th Pass
28,Post Graduate
29,Graduate Professional
30,12th Pass
31,12th Pass
32,10th Pass
33,Graduate
34,Graduate
35,Post Graduate
36,12th Pass
37,12th Pass
38,12th Pass
39,Post Graduate
40,Post Graduate
41,Post Graduate
42,12th Pass
43,Post Graduate
44,Graduate
45,Graduate
46,12th Pass
47,Post Graduate
48,Post Graduate
49,12th Pass
50,12th Pass
51,Post Graduate
52,Graduate
53,12th Pass
54,Post Graduate
55,12th Pass
56,Graduate
57,12th Pass
58,Post Graduate
59,10th Pass
60,Graduate Professional
61,Graduate
62,Graduate
63,12th Pass
64,12th Pass
65,Graduate
66,12th Pass
67,Graduate
68,12th Pass
69,Graduate Professional
70,Graduate Professional
71,Graduate
72,Post Graduate
73,12th Pass
74,Graduate
75,12th Pass
76,Graduate
77,Graduate
78,12th Pass
79,Graduate Professional
80,Graduate Professional
81,Post Graduate
82,Graduate
83,10th Pass
84,10th Pass
85,Post Graduate
86,Post Graduate
87,12th Pass
88,Graduate
89,Post Graduate
90,12th Pass
91,10th Pass
92,Graduate
93,Post Graduate
94,Graduate
95,12th Pass
96,Graduate
97,Graduate
98,Post Graduate
99,Graduate
100,Post Graduate
101,Post Graduate
102,Graduate
103,Graduate
104,12th Pass
105,10th Pass
106,Post Graduate
107,10th Pass
108,12th Pass
109,Graduate Professional
110,10th Pass
111,Graduate Professional
112,10th Pass
113,Post Graduate
114,12th Pass
115,Graduate
116,Graduate
117,10th Pass
118,10th Pass
119,Graduate
120,Post Graduate
121,Post Graduate
122,Graduate
123,12th Pass
124,Graduate
125,12th Pass
126,Graduate
127,Graduate
128,Post Graduate
129,Graduate
130,12th Pass
131,12th Pass
132,Post Graduate
133,Graduate
134,Post Graduate
135,12th Pass
136,Graduate
137,10th Pass
138,Graduate
139,Post Graduate
140,Post Graduate
141,Graduate Professional
142,Graduate
143,Post Graduate
144,Graduate
145,Graduate
146,Graduate Professional
147,Post Graduate
148,12th Pass
149,12th Pass
150,Post Graduate
151,Graduate
152,Graduate
153,10th Pass
154,Graduate
155,Post Graduate
156,Graduate
157,Post Graduate
158,12th Pass
159,12th Pass
160,Post Graduate
161,Post Graduate
162,Post Graduate
163,Post Graduate
164,12th Pass
165,Post Graduate
166,Graduate Professional
167,Graduate
168,Graduate
169,10th Pass
170,Graduate Professional
171,Post Graduate
172,12th Pass
173,12th Pass
174,Graduate
175,Graduate
176,Graduate
177,12th Pass
178,Graduate
179,Post Graduate
180,Post Graduate
181,Graduate
182,10th Pass
183,Post Graduate
184,12th Pass
185,12th Pass
186,Graduate Professional
187,10th Pass
188,Graduate
189,Graduate Professional
190,Post Graduate
191,10th Pass
192,12th Pass
193,12th Pass
194,Graduate Professional
195,10th Pass
196,Post Graduate
197,12th Pass
198,12th Pass
199,12th Pass
200,Graduate
201,12th Pass
202,Post Graduate
203,Post Graduate
204,Post Graduate
205,12th Pass
206,Post Graduate
207,Graduate
208,Graduate
209,12th Pass
210,Graduate
211,12th Pass
212,Post Graduate
213,12th Pass
214,Graduate Professional
215,Post Graduate
216,Post Graduate
217,Graduate
218,Graduate
219,Graduate
220,12th Pass
221,Graduate
222,Post Graduate
223,Post Graduate
224,Graduate
225,10th Pass
226,Post Graduate
227,Post Graduate
228,Post Graduate
229,Graduate
230,10th Pass
231,Graduate
232,Post Graduate
233,Graduate
234,Graduate
235,Graduate
236,Post Graduate
237,Graduate Professional
238,Graduate Professional
239,Graduate Professional
240,Post Graduate
241,Post Graduate
242,Post Graduate
243,Graduate Professional
244,Graduate
245,Graduate
246,Graduate
247,Post Graduate
248,Post Graduate
249,Post Graduate
250,Post Graduate
251,12th Pass
252,12th Pass
253,12th Pass
254,10th Pass
255,Post Graduate
256,Graduate Professional
257,Graduate
258,Post Graduate
259,Post Graduate
260,Graduate
261,12th Pass
262,Post Graduate
263,Graduate Professional
264,Graduate Professional
265,Graduate
266,12th Pass
267,12th Pass
268,Post Graduate
269,Post Graduate
270,Post Graduate
271,10th Pass
272,Graduate
273,Graduate Professional
274,Graduate
275,12th Pass
276,12th Pass
277,Graduate
278,Graduate
279,Post Graduate
280,Graduate
281,10th Pass
282,Graduate
283,Graduate
284,Graduate
285,10th Pass
286,Graduate
287,Graduate Professional
288,Graduate
289,Graduate Professional
290,Post Graduate
291,12th Pass
292,12th Pass
293,Post Graduate
294,Graduate
295,Post Graduate
296,Post Graduate
297,Post Graduate
298,Post Graduate
299,Post Graduate
300,Graduate
301,Graduate
302,Post Graduate
303,12th Pass
304,Graduate
305,Graduate
306,Post Graduate
307,10th Pass
308,10th Pass
309,Graduate
310,Graduate
311,Post Graduate
312,10th Pass
313,Graduate
314,12th Pass
315,Graduate
316,Post Graduate
317,10th Pass
318,Graduate
319,Graduate
320,Graduate
321,Graduate
322,Post Graduate
323,10th Pass
324,Graduate
325,Post Graduate
326,Graduate
327,Graduate
328,12th Pass
329,Graduate
330,Graduate Professional
331,10th Pass
332,10th Pass
333,Graduate
334,Graduate
335,12th Pass
336,Post Graduate
337,Graduate
338,Graduate
339,Graduate
340,12th Pass
341,Graduate Professional
342,Graduate Professional
343,12th Pass
344,10th Pass
345,Graduate
346,Graduate Professional
347,Graduate
348,Post Graduate
349,Graduate Professional
350,Graduate Professional
351,12th Pass
352,Post Graduate
353,Graduate
354,Post Graduate
355,Graduate
356,Graduate
357,Graduate
358,12th Pass
359,Graduate
360,12th Pass
361,12th Pass
362,Post Graduate
363,Graduate Professional
364,Graduate
365,Graduate Professional
366,10th Pass
367,Graduate
368,10th Pass
369,12th Pass
370,Graduate
371,Graduate
372,Post Graduate
373,Graduate
374,12th Pass
375,Post Graduate
376,Graduate
377,10th Pass
378,Graduate
379,12th Pass
380,12th Pass
381,Graduate
382,10th Pass
383,Post Graduate
384,Graduate Professional
385,Graduate
386,10th Pass
387,Post Graduate
388,Graduate
389,Graduate
390,Graduate
391,12th Pass
392,Post Graduate
393,10th Pass
394,10th Pass
395,Graduate
396,Graduate
397,Graduate
398,10th Pass
399,Post Graduate
400,Graduate
401,Post Graduate
402,Graduate Professional
403,Post Graduate
404,Graduate
405,Post Graduate
406,Graduate
407,Graduate Professional
408,Post Graduate
409,12th Pass
410,Graduate Professional
411,10th Pass
412,Post Graduate
413,Post Graduate
414,Post Graduate
415,Graduate Professional
416,Graduate
417,Graduate Professional
418,Post Graduate
419,12th Pass
420,Graduate
421,10th Pass
422,12th Pass
423,Post Graduate
424,Post Graduate
425,Graduate
426,Graduate
427,Graduate Professional
428,12th Pass
429,Post Graduate
430,Graduate
431,Post Graduate
432,Post Graduate
433,12th Pass
434,Graduate
435,Graduate
436,Graduate
437,Graduate
438,Graduate Professional
439,Post Graduate
440,Post Graduate
441,10th Pass
442,12th Pass
443,Graduate
444,12th Pass
